Date,Open,High,Low,Close,Adj Close,Volume
2019-06-07,159.52999877929688,160.49000549316406,156.19000244140625,156.6300048828125,151.14239501953125,1408100
2019-06-10,156.52999877929688,157.1199951171875,155.10000610351562,156.7899932861328,151.2967529296875,644200
2019-06-11,156.22000122070312,157.1199951171875,155.57000732421875,156.1300048828125,150.65989685058594,776400
2019-06-12,156.74000549316406,157.85000610351562,156.5,156.9199981689453,151.42222595214844,751900
2019-06-13,157.41000366210938,157.85000610351562,154.60000610351562,155.97999572753906,150.51513671875,1034800
2019-06-14,156.1999969482422,157.3000030517578,155.1300048828125,156.8800048828125,151.3836212158203,697100
2019-06-17,157.22000122070312,157.2899932861328,154.2100067138672,154.82000732421875,149.3957977294922,786700
2019-06-18,155.30999755859375,155.55999755859375,152.5,153.63999938964844,148.25714111328125,766000
2019-06-19,153.35000610351562,153.77000427246094,151.82000732421875,153.0800018310547,147.71676635742188,826600
2019-06-20,153.0800018310547,154.86000061035156,152.50999450683594,154.5800018310547,149.16419982910156,1034500
2019-06-21,154.85000610351562,155.27999877929688,153.5800018310547,154.9199981689453,149.4923095703125,1226500
2019-06-24,155.5,156.0,154.49000549316406,155.2100067138672,149.7721405029297,589400
2019-06-25,154.74000549316406,156.39999389648438,154.52000427246094,155.77000427246094,150.31251525878906,572700
2019-06-26,154.86000061035156,155.38999938964844,151.4600067138672,151.64999389648438,146.33685302734375,791500
2019-06-27,151.27999877929688,153.16000366210938,150.97000122070312,152.27000427246094,146.9351348876953,554200
2019-06-28,152.49000549316406,154.25999450683594,152.1199951171875,153.11000061035156,147.74569702148438,1228800
2019-07-01,153.77000427246094,154.35000610351562,151.3000030517578,152.8000030517578,147.44656372070312,1145700
2019-07-02,152.74000549316406,154.5399932861328,152.74000549316406,154.16000366210938,148.75892639160156,745000
2019-07-03,154.77000427246094,157.75,154.3800048828125,156.9499969482422,151.451171875,732900
2019-07-05,156.0500030517578,156.8300018310547,153.42999267578125,155.77000427246094,150.31251525878906,616200
2019-07-08,156.13999938964844,157.13999938964844,155.82000732421875,156.8800048828125,151.3836212158203,523900
2019-07-09,156.42999267578125,156.77000427246094,153.74000549316406,155.4499969482422,150.0037078857422,701000
2019-07-10,155.25999450683594,155.8800048828125,153.85000610351562,154.50999450683594,149.09664916992188,874200
2019-07-11,154.69000244140625,155.25999450683594,153.7899932861328,155.24000549316406,149.8011016845703,578600
2019-07-12,155.6999969482422,158.1999969482422,155.47000122070312,158.05999755859375,152.52227783203125,745800
2019-07-15,157.63999938964844,159.0500030517578,157.36000061035156,158.52999877929688,152.975830078125,1072500
2019-07-16,159.00999450683594,160.9499969482422,158.52999877929688,159.94000244140625,154.33639526367188,943000
2019-07-17,159.67999267578125,160.3000030517578,158.92999267578125,159.5800018310547,153.98902893066406,641500
